,hotelname,score,title,review
1378,Hotel Boss,5.0,Fair,"The hotel rooms wall from one room to another room can hear sound clearly. It is not privacy and I had a bad experience this time ! M traveling alone with my girl. We can’t sleep well because of the sound of people walking , chat , laugh outside!  We can hear it clearly and the worse thing is the room next to me! They alway have many story to talk until late at night around 12-2am! 👿 anyway thanks to the hotel staffs , they were very helpful during the middle of night when got my complaint. Stayed in July 2022"
1379,Hotel Boss,3.0,Poor,"Room 2 small for 2 suit cases 
Drainage bad in bathroom. Nothing Stayed in July 2022"
1380,Hotel Boss,4.0,“ overall it’s okay ”,small room size lobby Stayed in July 2022
1381,Hotel Boss,5.0,"“ location is good, close to MRT station ”","do up the room 2 days location is very good, near the mrt station Stayed in July 2022"
1382,Hotel Boss,9.0,“ Perfect for adults looking for somewhere to stay while exploring the city. ”,"Room was slightly small, but was to be expected. Good location near the station. Cheaper than other alternatives. Appreciated water deliveries and room service every 2 days. Stayed in July 2022"
1383,Hotel Boss,5.0,Fair,The room only do housekeeping once every 2 day. The room is too small and there wasnt event a cup in the toilet for brushing teeth. The bed is too hard. Breakfast need to have more variety. The spacious lobby and carpark. Stayed in July 2022
1384,Hotel Boss,4.0,Disappointing,"No baby cot can be provided I had received the confirmation from booking.com and said the hotel can arrange a baby cot. Unfortunately the hotel staff said they never provide baby cot at this hotel when we arrived.  The staff said they didn’t know booking.com confirmed this 😤 Stayed in July 2022"
1385,Hotel Boss,9.0,“ Short trip to visit family. Space was a little tight for 2 adults with larger suitcases. Clean. ”,Rooms were small Great location. Easily accessible Stayed in July 2022
1386,Hotel Boss,5.0,"“ fair service, good location but there’s room for improvement on cleanliness. ”",Foul smell in the lobby and lift. Especially the pillow cases which pretty bad smell I did ask for a new one but felt it isn’t clean and fresh as it should (given the name suggests SG Clean) location Stayed in July 2022
1387,Hotel Boss,10,“ Great night with friends with a great view chilling in a big balcony ”,All is good Honestly I had such a great room with a big balcony. Good for small gathering w friends. My view was so good I could see the whole of kampung glam and the Singapore Flyer from far. Staff is very nice and accommodating. Love it! Stayed in July 2022
1388,Hotel Boss,4.0,“ Price attractive… but would spend more next time in another hotel. ”,"Breakfast horribleWifi connection a nightmare (slow when not disconnecting constantly)Room cleaned every two days Stayed in July 2022"
1389,Hotel Boss,1.0,“ Convict processing facility ”,"Wifi doesn’t work.Noisy cleaning staff Stayed in July 2022"
1390,Hotel Boss,3.0,Poor,Room small bed hard price high one pillow Nothing Stayed in July 2022
1391,Hotel Boss,9.0,Awesome,"doesn’t do housekeeping daily, but I think SG hotels really do not do daily cleaning now very good location. they were very kind to allow us for early check-in Stayed in July 2022"
1392,Hotel Boss,10,“ best hotel to stay. ”,"nothing. Its clean. Fiona Liu, was so kind to us. I told her about our experience at Value hotel. and is kind enough to upgrade our room. she is the best. Stayed in July 2022"
1393,Hotel Boss,3.0,Poor,it’s not what I expected. it’s very old and dirty inside and outside location Stayed in July 2022
1394,Hotel Boss,10,Exceptional,"Nothing The location is perfect, only 2 minutes walk from BTS Ashok Stayed in July 2022"
1395,Hotel Boss,5.0,“ great location right next to Lavender train station ”,We ran out of hot water for 2 days. Tried to ring reception but the phone rang out so had to go there to advise and they then fixed it. Room was very very small and hard to navigate and they only cleaned it every second day. Location and lobby was beautiful Stayed in July 2022
1396,Hotel Boss,2.0,“ Honest Review - Unfriendly rude staff ”,"We found the staff so unfriendly and rude! Especially at breakfast, I am not sure if it was the Hotel Breakfast Manager but he was extremely rude and grumpy. The Reception staff was also rude as well and such an unfriendly face. The rooms are very small and tight! Rooms only get cleaned every other day. Laundry was over crowded and not sufficient Iron for so many people. You will have to wait hours to be able to iron your clothes and don’t get me started with the washing. If you do want to go ahead, make sure you are prepared to have wrinkled clothes, or bring an iron. Be prepared for a grumpy and moody breakfast staff. If you are a family, make sure you stay out till late and just arrive at the hotel to sleep in and not chill as no space in room. Great location Stayed in July 2022"
1397,Hotel Boss,1.0,"“ terrible, did not sleep all night and my back hurts from the mattress and my neck from the pillow ”",terrible mattress and pillows.  senders running air conditioning that can not be adjusted location is not bad Stayed in July 2022
1398,Hotel Boss,1.0,“ simply nonsense ”,everything simply poor Stayed in July 2022
1399,Hotel Boss,10,Exceptional,Nothing to say everything is excellent 👌 Feel very relaxed when I'm staying there I would like to come every months for my relaxation Stayed in July 2022
1400,Hotel Boss,5.0,"“ A 3 star hotel, NOT 4 star! ”","Rooms were very small, especially the bathroom and on several occasions lacked hot water in the morning Stayed in July 2022"
1401,Hotel Boss,5.0,“ Well situated but room a bit small for the rate charged. ”,"The rooms were very small. I have stayed in Singapore before and this was by far the smallest room I have stayed in. Also, the television had no channels loaded. I tried to load channels myself but it asked for a password. Hotel was well situated and the assistance with checking in was prompt. Staff were friendly and helpful Stayed in July 2022"
1402,Hotel Boss,9.0,“ Good value for money. ”,"Sadly and honestly the breakfast was the worst we had in 3 months of travelling. The location,  the helpful staff, and the ability to store our luggage. Stayed in July 2022"
1403,Hotel Boss,1.0,“ Over priced experience ”,"Hotel Boss was a complete and utter disappointment, for the price that you pay, you expect atleast clean linen, good service, and in general a decent room.
The room was dirty, including the linen,and windows, our AC didnt work so we called for assistance and nobody arrived. Over-all a terrible experience and over priced. The only good this was the initial reception serice from Alex, who thorougly showed us where to go on a map for certain things. Stayed in July 2022"
1404,Hotel Boss,1.0,“ Select an alternative to this hotel or else U WILL REGRET!!! ”,"The baggage staff is the worst I have ever seen in my travelling history. During check-in I requested to send my baggage to room and they refused instantly and asked me to carry all 4 of them on my own unlike many hotels which always provides these services. Later when I was checking out, I asked for 4 baggage cards for my bags and their behaviour was awful. They started shouting and even the manager is such a shameless that he did not even care about my complain and asked the staff to snatch my baggage cards (screaming). Dreadful experience, felt like I was not even served like a customer! The swimming pool is dirty and polluted. The rooms are very small and room service is provided every 2 days which is unacceptable from such a hotel. Location Stayed in July 2022"
1405,Hotel Boss,4.0,Disappointing,"1st room given was not clean; pillow cases had stains & bed sheets had strands of hair. The shower was like pinprick of needles. When asked housekeeping to change the sheets they asked me to go to front desk to change room. I had to move everything myself to the new room. Next morning complained to the duty manager on the new room cleanliness & left for work. When I returned, the room was swept but mop or broom strands were on the floor & furniture was not moved to sweep the dust. Table tops were not wiped. Was OK for the next 2 nights as I was told housekeeping comes in every 2 days. But on Sunday morning, the only day I slept in, the housekeeping rings the doorbell at 9am to wake me up! Lost wifi for most of Friday evening & Saturday whole day. Service resumes on Monday only. Front desk staff are polite & try to help, but the housekeeping staff are below expectations. This is a hotel with 100 rooms per floor & there are at least 15 floors in that hotel; the rooms are well photographed to look spacious but in fact are quite small. The layout in the rooms are not as smart to similar sized rooms like G Hotel. Sadly disappointing experience.... Location is great. Stayed in July 2022"
1406,Hotel Boss,5.0,“ the stay in Boss is a last minute booking from a continued staycay fr anothr Hotel whc was much much pleasant & sati ”,"the small bed, the none aesthetics dark tone room. the television was terrible; glitches occurring every now & then. no small hand towels & bidet. shock of my life, found ants & another kind of crawlies around the beverage set tray. the windy balcony and the city view. 
front desk reception Andrew is warm & receiving; importantly giving specific instruction Lift Lobby A for our room location; unlike the last checkin in 2019 reception didn’t; while I go circling the rooms aisle looking for my room. Stayed in June 2022"
1407,Hotel Boss,4.0,Disappointing,"The side chair dusty, aircon we cant control the temp in e end we sleep in cold temp, bed abit stiff and no topper included...only 2 pillow provided for us...and limited tv channel too
Im a frequent hotel stayer with my wife trying weekly but i would give Hotel Boss 4/10 rating. The breakfast, lots of variety and helpful staff to look for table for those who didnt hv seating... Stayed in June 2022"
1408,Hotel Boss,4.0,“ You guys need to really buck up & follow up on whatever feedbacks received ”,"Toilet look nice but the shower head was leaking, your sink chocked with use for first time. Worst of all, no bidet! Location Stayed in June 2022"
1409,Hotel Boss,1.0,Very Poor,"Hair in the bed. Hair on the towel. Dirty silverware… four star hotel? Disgusting! I said the problems to the front dest - they’ll inform “the manager”. Sure. Stayed in June 2022"
1410,Hotel Boss,1.0,Very Poor,"Everything was horrible the rooms are like hostel room, very very small. Nothing Stayed in June 2022"
1411,Hotel Boss,10,“ Tiny bathroom ”,"There is only too hot or too cold shower water. No bidet Lobby, location, staff Stayed in June 2022"
1412,Hotel Boss,9.0,Awesome,Small bathroom Nice view and pool Stayed in June 2022
1413,Hotel Boss,3.0,Poor,"Room too smallNo have carpetNo have slipper roomNo have bath tub Stayed in June 2022"
1414,Hotel Boss,1.0,“ poor ”,"poor customer service . i book for staycation on 8th and 9th . when i reach the place , i saw the hotel was so quiet . i didnt know hotel boss become a quaratine place . no one inform me and they still put hotel boss for booking for stay cation nil Stayed in January 2022"
1415,Hotel Boss,5.0,Fair,room was too small location Stayed in June 2021
1416,Hotel Boss,9.0,Awesome,The location was great & staffs were friendly! Love the view from the balcony and it is definitely a go-to staycay for families and friends. Stayed in May 2021
1417,Hotel Boss,10,Exceptional,The pillows need to be changed👎👎 Everything else in the hotel was beautiful..Balcony view was fantastic ❤👍👍👍👍 Stayed in June 2021
1418,Hotel Boss,4.0,“ Good Location but the stay was so so ”,"Room is too small. Location.
Smooth Check-In
Lift accessible from car park
Complimentary Parking Stayed in June 2021"
1419,Hotel Boss,9.0,“ Toilet.... ”,Toilet floor is slippery and no bidet spray at toilet bowl area.. Everything else was good.. Stayed in June 2021
1420,Hotel Boss,10,Exceptional,Nothing Stay was very pleasant 🌹Balcony view was so beautiful👌👌 Stayed in June 2021
1421,Hotel Boss,5.0,“ ok ”,"The hallway and the room smells smoke The receptionist is corteous. the lobby is very nice. however, hallway  & room smells cigarette smoke. Stayed in June 2021"
1422,Hotel Boss,3.0,“ Overall dissapointed kind of staycay ”,"The rooms were slight filthy especially the walls. Our room was right in front of the housecleaning/rubbish chute so it was really noisy all the time and TV was spoilt so called to get it checked, a few people came in to check but it was worrisome as its COVID period and people are coming in and out of our room so we asked for a change of room, staff was nice and gave us another room. It was better but still walls were filthy. All was good after that until the aircon suddenly stop working while we were sleeping and it didn't work for 1hr, we had to call the help desk at 4 am. Nothing in particular. Stayed in June 2021"
1423,Hotel Boss,5.0,Fair,First time in this Hotel but the view really make me Disappointed. About the pillow and i can't sleep well Stayed in June 2021
1424,Hotel Boss,10,Exceptional,Everything. Good to stay at and price is cheap Stayed in June 2021
1425,Hotel Boss,5.0,"“ We were given an upgraded room due to my birthday. But our breakfast wasnt updated in the system, i have to go down to t ”",Very small. Central.. Stayed in June 2021
1426,Hotel Boss,4.0,“ Cleanliness was terrible ”,"Saw a cockroach run out under the bed in the morning, and there is a opened drinking water in the fridge from the last guest, and there is left over water in the kettle. The cleanliness is quite terrible….and unknown hair on the bed too The location is good and near to the mrt Stayed in June 2021"
1427,Hotel Boss,3.0,Poor,The room were to small and no variety of tv channels. Nothing. Stayed in June 2021
1428,Hotel Boss,10,Exceptional,Good hotel forever Good hotel forever Stayed in May 2021
1429,Hotel Boss,10,Exceptional,Nothing Cleanliness and nice view Stayed in May 2021
1430,Hotel Boss,9.0,“ let i staying room 12-33 it’s not properly cleaned also smelly feel feel it as some one smoke in there . ”,location of hotel it’s my favourite.. always like to go there ❤️ Stayed in May 2021
1431,Hotel Boss,5.0,Fair,"Room so cramped n small Facilities  like pool ,halal coffehouse  and location Stayed in March 2021"
1432,Hotel Boss,4.0,Disappointing,"When I check in the room was not clean properly, i found used tissue, a pckt of cili & used slipper under the bed.. Stayed in March 2021"
1433,Hotel Boss,9.0,Awesome,The toilet ❌ The Balcony ❤️ Stayed in March 2021
1434,Hotel Boss,4.0,Disappointing,Not up to my expectations. The room is small-the website claim it is the biggest room Location is good. Stayed in March 2021
1435,Hotel Boss,10,Exceptional,Check in and check out was fast despite being a weekend leading to the school holidays. Counter staff tried to get rooms on the same floor for my group but was not available.  We had 6pax with 4rooms reservation. Stayed in March 2021
1436,Hotel Boss,10,Exceptional,Breakfast no much choices Superb Stayed in March 2021
1437,Hotel Boss,10,Exceptional,All better I like everything on hotel Stayed in March 2021
1438,Hotel Boss,1.0,Very Poor,The Air Con was not cool enough even though it was set at 21 degrees which is the lowest! The room had a smell which was unbearable throughout my entire stay. I liked the location and of course the city view! Stayed in March 2021
1439,Hotel Boss,9.0,Awesome,"Toilet slightly small Very helpful and friendly staff
Superb view of city Stayed in March 2021"
1440,Hotel Boss,10,Exceptional,Nil View Stayed in March 2021
1441,Hotel Boss,10,"“ It was a fairly affordable, good and reliable place to continue going to. ”","There was a little dust above the clothing hanging rack which I was not expecting. Other than that, all is great. Wished it was a little more spacious as for 4 people in a room it got a little squeezy to walk around the furniture. Room was clean and the aircon was working well. Shower essentials are stocked and the location was very convenient as there are many places to go to for food especially. Stayed in March 2021"
1442,Hotel Boss,10,"“ YouTube not working and no TV cable like hbo, Netflix sport ”","I been to boss regularly with a stay at least 1night to 4night at least for a month 3 to 4 time but there no regular customer membership or a discount  10% up to 25% depend on the room require, must at least stay 3d2n for continuously for periods of 3month Location easy access to town Stayed in March 2021"
1443,Hotel Boss,5.0,"“ Light at balcony wasn’t working, controller gave us a problem. ”",. . Stayed in March 2021
1444,Hotel Boss,4.0,Disappointing,The room bedsheets wasn't clean when we check in then we had to call like 4 times for the housekeeping to come up to clean it Stayed in February 2021
1445,Hotel Boss,2.0,“ Disappointment fm the start of check in ”,"The check in staff who is uninterested to serve us. When we call to inform the room they give us w as not cleaned we were asked to go back to reception. They gave us another room without apologising and when we were about to walk away only then the staff inform us he gave us an upgrade which is if no use as we already dislike the encounter with the hotel.
The website picture of the rooms are very misleading and haizzzz... 
Enough to say we won't be returning back ti this hotel Apart fm the location and the balcony that is it! Stayed in February 2021"
1446,Hotel Boss,9.0,Awesome,Too noisy Stayed in February 2021
1447,Hotel Boss,5.0,Fair,"During check in to the hotel on Saturday (20th February 2021)the security at the back door was so rude to us as I ask nicely about scanning token. I was carrying few bags and yet his tone was rude manner & just took the book and ask me to write all my family members particular. 
Hope the management look upon it as customer service are important. The front counter staff are so friendly. 
The food at the restaurant taste nice too.
Walking distance to Arab Street. Stayed in February 2021"
1448,Hotel Boss,10,“ Nice ”,Clean Stayed in December 2020
1449,Hotel Boss,10,“ RELAXING AND CLEAN COZY ENVIRONMENT ”,The aircon controls were hard to use but other than that it was a superb experience staying there. The room service staff were really nice & friendly. Was an elderly aunty about 50 to 60 years old and she was all smiles. Stayed in February 2021
1450,Hotel Boss,10,"“ Staff was accommodating, rooms were clean and comfy! Enjoyed my stayed here, was pleasantly good. Not sure why the bad r ”","There’s this cemetery that was behind the hotel, half way thru the night I heard someone knocking on our door, I didn’t open as I knew what it was already. Comfy&Clean Rooms. Nice staffs Stayed in February 2021"
1451,Hotel Boss,5.0,“ It was okay but not worth the money ”,"TV volume can't be adjusted, volume was so low we had to get a speaker to connect. Aircon not adjustable. No cotton buds, toilet doesn't have a water spray next to the toilet bowl or toilet rolls. I liked the location and of cause the balcony. Stayed in February 2021"
1452,Hotel Boss,10,Exceptional,"i like the surrounding boss area easy to get food and the location was good. The was very clean,view was good, breakfast was good.But the tv got nothing the management at list put hbo or some movie attract the staycation.fyi Stayed in February 2021"
1453,Hotel Boss,10,Exceptional,"Like it so much 
And the room clean 
Near at the food court 👍👍
Will coming back in few month 
10/10 ✨✨ Stayed in February 2021"
1454,Hotel Boss,2.0,“ Will not recommend this hotel ”,"First, according to booking.com, check in time is 2pm, but when I'm checking in at 3.40pm, the staff tell me room not ready yet, need to wait another 1 hour to get our room.Second, the staff ring our door bell at 9am when I was still sleep, they tell us they need to do cleaning??? Nothing Stayed in February 2021"
1455,Hotel Boss,5.0,Fair,Too small. Easy to access. Near in any transportation. Stayed in February 2021
1456,Hotel Boss,3.0,Poor,"toilet got no bidet shower or bidet spray...
not enough pillow upon request...
one of the staff nite duty was rude... nothing Stayed in December 2020"
1457,Hotel Boss,1.0,Very Poor,No Very bad Stayed in December 2020
1458,Hotel Boss,5.0,“ First time stay at Hotel Boss but upset! ”,"Firstly,the front desk staff was not friendly as in Hospitality attitude. Need more courses on this.
Bathroom- poor drainage (bad smell).
Complaint about the noises (room1745) at 2300 till 0030hrs- Duty Manager and Security delaying to go up the room to confess as I cannot sleep well. 
Housekeeping - my glass never clean when make room was made. Like about the property because near to sultan gate ,mustafa Centre and Bugis
Easy access to public transport Stayed in December 2020"
1459,Hotel Boss,5.0,Fair,The carpark occupied by lots of motorbike. They even parked at car lots Nothing Stayed in December 2020
1460,Hotel Boss,10,Exceptional,Need Aircon to be cool Stayed in December 2020
1461,Hotel Boss,5.0,Fair,"- small room
- no bidet
- restaurant staff not trained properly and let down by poor restaurant system
- too many rubbish placed outside the room by guests. Hotel staff should act on it. - location
- price
- good housekeeping Stayed in December 2020"
1462,Hotel Boss,5.0,Fair,"The soundproof between room to room very bad , very disturbed by the voice!! Simple as talking between each other’s also can hear 😏 Convenient location Stayed in December 2020"
1463,Hotel Boss,10,“ Review of my experience at the Hotel. ”,Stains on the toilet wall. Close to many many shops & near to the MRT. Stayed in November 2020
1464,Hotel Boss,9.0,“ Clean ”,- Very clean Stayed in November 2020
1465,Hotel Boss,4.0,“ Dont really get the staycation feel even though we are right at the edge of town ”,"The hotel has long term dormitory guest, due to the pandemic. some had their doors open all the time and one was even cooking in the rooms. Even though our room was at the end of the corridor, having to walk thru that sort of spoils the staycation feel. Having to queue for the swimming pool access rather then be on a booking system is disappointing. Room Has big balcony, but the floor is very dusty. Check in and out was easy Stayed in November 2020"
1466,Hotel Boss,5.0,“ Aircon is not working well ”,"The room aircon is working very poorly, good thing i bring along my mini fans. U can only feel the coldness on the floor and your feet!!! I slept using my fan every night!! During 2nd day, brought my kids to swimming pool, the PIC dont hv courtesy to tell us that the swimming pool is closed due to heavy rain. He just said u can wait if u want - he simply closed everything thou there is 1 family swimming during theat heavy rain. We queing there for 1 hours to try our luck in case the rain stops. Initially, my hub asked us to stop waiting and went off. Very dissappointed with the service, ultimately my first and last experience with this hotel. Nothing much except the locations Stayed in December 2020"
1467,Hotel Boss,5.0,Fair,"-There were limited TV channels and only half of the channels available were able to watch. To make it worst I am not able to connect other devices to the TV for entertaintment
- The room was cramp
- I have to go down to laundry area to iron my clothes
- The gym was too small Stayed in December 2020"
1468,Hotel Boss,10,Exceptional,Everything about it. Stayed in December 2020
1469,Hotel Boss,10,Exceptional,Nothing Ample parking lot. Good for family staycation :) Stayed in November 2020
1470,Hotel Boss,3.0,Poor,The floor of the room is sooo dusty as if the room has not be cleaned for a while.  Was shock when inform that ironing need to be done at level 4 around the common area.  Further more the common area is dark. Like the location of the hotel....near arab st. and little india Stayed in November 2020
1471,Hotel Boss,5.0,“ Overall is fair only as breakfast is not buffer with room dusty. ”,"Room was small than expected. Cleanliness is not up to standard. Room was dusty. Breakfast is ala-carte and not buffet. Is just set meal, not satisfied. Wifi is ok. High floor with city view. Enjoyed the city view. Quiet nice. Kids enjoyed as well. Stayed in November 2020"
1472,Hotel Boss,2.0,“ Too small ”,"I stayed in the superior room, 13th floor. The room and the toilet were too small. I think it is a kid's toilet. The room was not sound proof. Guests in other rooms were very noisy. I think they were foreign workers who stayed in the hotel because they can't cross the causeway (saw a lot of Malaysian motorcycles in the parking area). TV did not have many channels. Location was good. Swimming pool and the gym were good too. Stayed in November 2020"
1473,Hotel Boss,10,“ But however i enjoyed my stay there. All my necessity are provided ”,The toilet can add a bidget so that i cann easily pass motion without having to use alot of toilet tissues. The swimming pool closes at 0630pm and it's quite a disappointment as i couldn't have a night swim. It would be better if it closes at 0830pm. The cleanliness of the room and the lights switches so i can choose whether to have my room in a dark version or bright. Stayed in November 2020
1474,Hotel Boss,5.0,“ Ok only stay ”,"Walls quite thin. If next door units occupied by inconsiderate guests, it is positively irritating. Hence I checked out early than stay overnight. Clean room. Stayed in November 2020"
1475,Hotel Boss,1.0,Very Poor,"Aircon was not cooling.. Feel so warm throughout the night. Room too small.
No cafe Lobby ambience Stayed in November 2020"
1476,Hotel Boss,10,Exceptional,Overall great experience The beds are comfortable Stayed in November 2020
1477,Hotel Boss,9.0,Awesome,Love everything about it Stayed in November 2020
1478,Hotel Boss,5.0,“ Birthday staycay went wrong! ”,"The room was very dusty with discoloured spots on the chair. Took a non smoking room because one of my children is asthmatic however, the whole corridor from the lift to the room has stale smoke smell. Even the room doesnt have the welcoming hotel smell. With the same price paid, we could taken other better hotels in town area. See the pictures in website looks very good but we were very surprised to see the real thing. Wanted to go for a swim, again the pool area was full of smokers. The only hotel i have been where smokers can smoke freely in the premises. But hotel website stated 'Smoke Free Property'. Aircon at 23 degrees still can make me sweat sleeping at night. The convenient distance to Bugis Junction. Stayed in November 2020"
1479,Hotel Boss,5.0,"“ Unfortunately, a couple of us couldn’t swim and were told we could not sit by the pool. After we left another group came ”",Not having room service and our intention with the grandkids to let them swim and play at the playground - which was closed. So they really had nothing to do when it rained except to watch tv. Our family rooms were too small-can’t judge the size in the photos. Pillows had really bad sweat smell. Close to other eateries. Staff were pleasant and helpful-especially when we requested for extra pillows they were quick to respond. Enjoyed sitting in the balcony to chill. Liked the well stocked complimentary coffee and tea. Stayed in November 2020
1480,Hotel Boss,10,Exceptional,The staff was excellent Stayed in November 2020
1481,Hotel Boss,2.0,“ Staycation ruined by noise & loud music from other tenants of rooms. Dissapointed. ”,"My stay was ruined by neighboring tenants with loud music, whistling, chanting and noise till nearly 2AM. Truly dissapointed with my birthday staycation as I didn't get to relax. I would've left the staycay if it wasn't for my guests. Just really dissapointed, would ask for a refund if possible. Clean and moderately spacious for a Family Room. Stayed in October 2020"
1482,Hotel Boss,4.0,“ NIL ”,Rooms are not clean and dusty Location all ok .. Stayed in September 2020
1483,Hotel Boss,10,Exceptional,"No slipper
And only 1 pillow each
Kettle spoil I have to press manual for it to boil. No comments Stayed in October 2020"
1484,Hotel Boss,4.0,“ Overpriced ”,Very little facilities. Small swimming pool. No breakfast included. Small room. Very noisy guests on other floors. Slow service (1hr plus wait) when my phone was not able to use. Aircon was not cold upon arrival from choking filter. Stayed in October 2020
1485,Hotel Boss,4.0,"“ Bad. Room is small, no TV, aircon is warm. ”","TV could not scan. Require some password to do auto scanning. Called the receptionist, but she said no password required. If no need password, I wouldn't have called in the first place.Aircon is set at 24 degrees, tried to lower the temp, but still abit warm. Stayed in October 2020"
1486,Hotel Boss,9.0,,This review is hidden because it doesn't meet our guidelines.
1487,Hotel Boss,9.0,“ The room as saw at photo is a bit different from the actual we stay. Room size too small ”,Should have prepared for guest slippers Bed not bad Stayed in October 2020
1488,Hotel Boss,3.0,“ Front desk service TOP NOTCH!!! ”,"There's no ATMs. Nearest is at mrt stations No breakfast (can't comment on that) Stayed in October 2020"
1489,Hotel Boss,10,Exceptional,Nothing having I like a bathroom and TV some coffee Stayed in October 2020
1490,Hotel Boss,10,Exceptional,it’s my go to hotel 😍 Stayed in October 2020
1491,Hotel Boss,10,“ It was awesome. ”,Sadly the facilities is closed due to covid😒 I love the view from the balcony. So relaxing. Stayed in October 2020
1492,Hotel Boss,3.0,Poor,Hotel receptionist was not friendly. N.A Stayed in October 2020
1493,Hotel Boss,5.0,“ Fun experience ”,Can't swim where else other's hotel in singapore their swimming pool is open. And the cleanest of the room too many hair inside the room. The location easy to walk around. Stayed in September 2020
1494,Hotel Boss,10,Exceptional,like this hotel I like this hotel Stayed in October 2020
1495,Hotel Boss,1.0,“ Worst staycation experience ever ”,Everything Waste of money. The fridge was not keeping our ice cold. There was no bidet. we were not allowed to use swimming pool which we were not informed and there was no electricity from 11am to 6pm due to maintenance which we weren't informed while we were booking for hotel and we were still charged the full price. I had to sleep without air con and shower in the dark. The phone was not working. Never ever coming back here. Stayed in October 2020
1496,Hotel Boss,10,Exceptional,Love the balcony on the corner unit Convenient location Stayed in October 2020
1497,Hotel Boss,9.0,Awesome,Very comfortable and friendly staff It’s clean and with nice facilities Stayed in October 2020
1498,Hotel Boss,5.0,Fair,No wardrobe given and no side table give the other side.. Stayed in October 2020
1499,Hotel Boss,4.0,Disappointing,"The room is really small. There weren't any hotel slippers provided at the least. The moment you step out of the toilet, ur feet are so cold. Pillows were so soft.. ouh and the tv? Was ridiculously difficult to understand Stayed in October 2020"
1500,Hotel Boss,10,Exceptional,Great Great Stayed in September 2020
1501,Hotel Boss,9.0,“ Stay at Hotel Boss ”,It was Covid period so the pool was closed The rooms were very clean and the view from the room was nice. The lobby had 6 lifts which I really liked. Stayed in September 2020
1502,Hotel Boss,10,Exceptional,I took up a room with balcony but the balconys floor was really sticky. The staff was really friendly and the check in process was  really fast and easy. Stayed in September 2020
1503,Hotel Boss,4.0,“ Overoll bad ”,"The room we booked was a family room with balcony, But the balcony is facing the walls , its a 4 corner wall 🤒😡👎. U can't see anything outside .only can see the workers talking to eachother . The balcony is a waste.. the bed was so down and the pillows were all flated.. very dissapointed stay.. lucky stay 1 day only.. Location is good rather than that everything is 👎Can't use the swimming pool, The hotel cafe was close, the outside foodcourt was close .. very dissapointed .  And alot of workers were in the hotel.. waste our staycation, might as well stay hone. Stayed in September 2020"
1504,Hotel Boss,4.0,“ 2 Nights stay on Sept 2020 ”,"The Rooms were shockingly small and the toilet too,
The pillows was a little too soft for comfort and only had 1 pillow per person,
Rooms and walls were totally not soundproof , so could hear people walking and making noise outside The level 12 Room that was facing Bugis had a good view 
Staff was friendly,
Central location of Hotel 
Near to MRT Station (5mins walk) Stayed in September 2020"
1505,Hotel Boss,5.0,"“ Just feel okay. Environment vv good . Actually i think the room is spacious, but not as i expected. ”",A bit dirty the kettle and small toilet Window view of city Stayed in September 2020
1506,Hotel Boss,9.0,“ Large modern hotel near Little India ”,"No shade around the pool and no pads on the loungers - as such, we did not use it. The rooms are small but fully functional.  On the higher floors, the huge windows give nice views of the area.  Desk; wifi password for each room; modern bathroom with shower; reading lights in ceiling.  Security was excellent - had to use room card to access our floor.  Screening for coronavirus was excellent - temperature check each time entering hotel.  Short walk to the Lavender MRT station. Stayed in March 2020"
1507,Hotel Boss,9.0,“ Wonderful ”,The rooms a  bit small The cleanliness and the health checks Stayed in March 2020
1508,Hotel Boss,9.0,“ Clean and fancy accommodation. Nice pool ”,The room was a bit small Efficient staff. Friendly. Good pool. Great facilities. Super view from the room Stayed in March 2020
1509,Hotel Boss,1.0,Very Poor,Very very tiny room. We two person stay at the room but it was very hard to move around. Bathroom exhaust fan was fan was not working I told the to fix it but they don’t bother. Very disappointed. Nearly AUD 230.00 per night but it is absolutely throwing the money at the ashtray. Not happy. Location. Stayed in March 2020
1510,Hotel Boss,1.0,Very Poor,Only location Room was narrow bath like very very small like airplan toilet was not good u can site Stayed in March 2020
1511,Hotel Boss,5.0,Fair,"Our deluxe room with balcony was awful. Very small, really a single. Not enough room for 2 cases and difficult to pass each other when dressing etc. The balcony was almost the size of the room but was internal to the hotel and overlooked on every side so we did not use it. No view and no sunlight! The room also smelt heavily of bleach. 
The breakfast was a nightmare. Grumpy staff, mainly Asian curries etc and not very hygienic. 
I did complain to management with only an apology. We would not return! The reception staff, it’s proximity to the MTR and the many lifts. Stayed in March 2020"
1512,Hotel Boss,9.0,Awesome,rooms are too small. Stayed in March 2020
1513,Hotel Boss,10,"“ Very good place for one, two nights, next to the metro station. ”","The room was a little bit small, but clean. The stuff was extremely helpfull. We were very tired, overslept the breakfast time and got back the money. Stayed in February 2020"
1514,Hotel Boss,2.0,"“ Careful with Boss Hotel, things are not as advertised and the staff don't care about you ”","Having their staff to care more. This Justin who is dressed as if he was a manager was useless and didn't even intend to fix the problem I received a call from the reception offering me an upgrade if I changed my room, which I acceptedWhen I went to the new room it was the same than the old oneSo no upgrade, they just lied to make me change the roomI complained at reception, there was a guy his name was Justin but he didn't give me any explanation. The guy didn't even careI wasted over one hour putting all into my suitcases to change roomsI hate the way they lied to me and they didn't assume any responsibilityAnd the floor in the new room is sticky Stayed in March 2020"
1515,Hotel Boss,10,“ Great ”,Great Stayed in March 2020
